INFO  14:13:35,702 | james.imapserver | ID=1864452798 Connection established from 127.0.0.1
INFO  14:13:35,739 | james.mailetcontext | Local delivered mail Mail1493468015692-e9a38847-05f9-473d-8036-d67d8fc3883a sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:13:45,695 | james.imapserver | ID=1864452798 Connection closed for 127.0.0.1
INFO  14:13:45,695 | james.imapserver | ID=1765797362 Connection established from 127.0.0.1
INFO  14:13:45,737 | james.imapserver | ID=1765797362 Connection closed for 127.0.0.1
INFO  14:13:45,744 | james.smtpserver | Id='1848777451' User='' Connection established from 127.0.0.1
INFO  14:13:45,755 | james.smtpserver | Id='1848777451' User='' Successfully spooled mail Mail1493468025753-573265a9-d09a-40ae-bde9-22913600d741 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:13:45,757 | james.smtpserver | Id='1848777451' User='' Connection closed for 127.0.0.1
INFO  14:13:45,764 | james.imapserver | ID=1285564542 Connection established from 127.0.0.1
INFO  14:13:45,800 | james.mailetcontext | Local delivered mail Mail1493468025753-573265a9-d09a-40ae-bde9-22913600d741 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:13:55,758 | james.imapserver | ID=1285564542 Connection closed for 127.0.0.1
INFO  14:13:55,758 | james.imapserver | ID=1665038926 Connection established from 127.0.0.1
INFO  14:13:55,789 | james.imapserver | ID=1665038926 Connection closed for 127.0.0.1
INFO  14:13:55,796 | james.smtpserver | Id='139778907' User='' Connection established from 127.0.0.1
INFO  14:13:55,811 | james.smtpserver | Id='139778907' User='' Successfully spooled mail Mail1493468035809-47134c0b-2366-431b-9b54-fd8956d6f405 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:13:55,814 | james.smtpserver | Id='139778907' User='' Connection closed for 127.0.0.1
INFO  14:13:55,822 | james.imapserver | ID=136183286 Connection established from 127.0.0.1
INFO  14:13:55,863 | james.mailetcontext | Local delivered mail Mail1493468035809-47134c0b-2366-431b-9b54-fd8956d6f405 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:14:05,816 | james.imapserver | ID=136183286 Connection closed for 127.0.0.1
INFO  14:14:05,820 | james.imapserver | ID=795186965 Connection established from 127.0.0.1
INFO  14:14:05,850 | james.imapserver | ID=795186965 Connection closed for 127.0.0.1
INFO  14:14:05,856 | james.smtpserver | Id='1882674567' User='' Connection established from 127.0.0.1
INFO  14:14:05,870 | james.smtpserver | Id='1882674567' User='' Successfully spooled mail Mail1493468045868-9e281fa3-ce58-4909-b643-ef75aacc2950 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:14:05,872 | james.smtpserver | Id='1882674567' User='' Connection closed for 127.0.0.1
INFO  14:14:05,879 | james.imapserver | ID=326043989 Connection established from 127.0.0.1
INFO  14:14:05,908 | james.mailetcontext | Local delivered mail Mail1493468045868-9e281fa3-ce58-4909-b643-ef75aacc2950 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:14:15,873 | james.imapserver | ID=326043989 Connection closed for 127.0.0.1
INFO  14:14:15,873 | james.imapserver | ID=1684651936 Connection established from 127.0.0.1
INFO  14:14:15,905 | james.imapserver | ID=1684651936 Connection closed for 127.0.0.1
INFO  14:14:15,911 | james.smtpserver | Id='807131510' User='' Connection established from 127.0.0.1
INFO  14:14:15,922 | james.smtpserver | Id='807131510' User='' Successfully spooled mail Mail1493468055920-d1838a3e-e719-409a-b3e4-5a37093d41a0 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:14:15,924 | james.smtpserver | Id='807131510' User='' Connection closed for 127.0.0.1
INFO  14:14:15,931 | james.imapserver | ID=784279078 Connection established from 127.0.0.1
INFO  14:14:15,961 | james.mailetcontext | Local delivered mail Mail1493468055920-d1838a3e-e719-409a-b3e4-5a37093d41a0 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:14:25,926 | james.imapserver | ID=784279078 Connection closed for 127.0.0.1
INFO  14:14:25,930 | james.imapserver | ID=1516444632 Connection established from 127.0.0.1
INFO  14:14:25,958 | james.imapserver | ID=1516444632 Connection closed for 127.0.0.1
INFO  14:14:25,964 | james.smtpserver | Id='319830759' User='' Connection established from 127.0.0.1
INFO  14:14:25,979 | james.smtpserver | Id='319830759' User='' Successfully spooled mail Mail1493468065977-72906f98-33a6-4984-a7d9-19c514166629 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:14:25,981 | james.smtpserver | Id='319830759' User='' Connection closed for 127.0.0.1
INFO  14:14:25,982 | james.imapserver | ID=1171288659 Connection established from 127.0.0.1
INFO  14:14:26,021 | james.mailetcontext | Local delivered mail Mail1493468065977-72906f98-33a6-4984-a7d9-19c514166629 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:14:35,987 | james.imapserver | ID=1171288659 Connection closed for 127.0.0.1
INFO  14:14:35,992 | james.imapserver | ID=84308343 Connection established from 127.0.0.1
INFO  14:14:36,020 | james.imapserver | ID=84308343 Connection closed for 127.0.0.1
INFO  14:14:36,026 | james.smtpserver | Id='963543062' User='' Connection established from 127.0.0.1
INFO  14:14:36,039 | james.smtpserver | Id='963543062' User='' Successfully spooled mail Mail1493468076037-54a08114-bbfb-4386-93e1-ed306e8d5466 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:14:36,041 | james.smtpserver | Id='963543062' User='' Connection closed for 127.0.0.1
INFO  14:14:36,048 | james.imapserver | ID=504881830 Connection established from 127.0.0.1
INFO  14:14:36,081 | james.mailetcontext | Local delivered mail Mail1493468076037-54a08114-bbfb-4386-93e1-ed306e8d5466 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:14:46,042 | james.imapserver | ID=504881830 Connection closed for 127.0.0.1
INFO  14:14:46,046 | james.imapserver | ID=665220533 Connection established from 127.0.0.1
INFO  14:14:46,081 | james.imapserver | ID=665220533 Connection closed for 127.0.0.1
INFO  14:14:46,087 | james.smtpserver | Id='2081708108' User='' Connection established from 127.0.0.1
INFO  14:14:46,101 | james.smtpserver | Id='2081708108' User='' Successfully spooled mail Mail1493468086098-4c866a51-5dd9-4f7a-95ae-af3654bc05aa from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:14:46,103 | james.smtpserver | Id='2081708108' User='' Connection closed for 127.0.0.1
INFO  14:14:46,109 | james.imapserver | ID=1146916670 Connection established from 127.0.0.1
INFO  14:14:46,142 | james.mailetcontext | Local delivered mail Mail1493468086098-4c866a51-5dd9-4f7a-95ae-af3654bc05aa sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:14:56,105 | james.imapserver | ID=1146916670 Connection closed for 127.0.0.1
INFO  14:14:56,109 | james.imapserver | ID=683618578 Connection established from 127.0.0.1
INFO  14:14:56,139 | james.imapserver | ID=683618578 Connection closed for 127.0.0.1
INFO  14:14:56,148 | james.smtpserver | Id='1731098865' User='' Connection established from 127.0.0.1
INFO  14:14:56,166 | james.smtpserver | Id='1731098865' User='' Successfully spooled mail Mail1493468096164-bd2b8cf5-2219-4614-9e29-2ec733bc927a from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:14:56,168 | james.smtpserver | Id='1731098865' User='' Connection closed for 127.0.0.1
INFO  14:14:56,182 | james.imapserver | ID=398811954 Connection established from 127.0.0.1
INFO  14:14:56,212 | james.mailetcontext | Local delivered mail Mail1493468096164-bd2b8cf5-2219-4614-9e29-2ec733bc927a sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:15:06,168 | james.imapserver | ID=398811954 Connection closed for 127.0.0.1
INFO  14:15:06,168 | james.imapserver | ID=2101298460 Connection established from 127.0.0.1
INFO  14:15:06,202 | james.imapserver | ID=2101298460 Connection closed for 127.0.0.1
INFO  14:15:06,209 | james.smtpserver | Id='1527169192' User='' Connection established from 127.0.0.1
INFO  14:15:06,222 | james.smtpserver | Id='1527169192' User='' Successfully spooled mail Mail1493468106219-923cf72a-6030-41b4-a1ab-957bb30457a1 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:15:06,224 | james.smtpserver | Id='1527169192' User='' Connection closed for 127.0.0.1
INFO  14:15:06,231 | james.imapserver | ID=2010462192 Connection established from 127.0.0.1
INFO  14:15:06,258 | james.mailetcontext | Local delivered mail Mail1493468106219-923cf72a-6030-41b4-a1ab-957bb30457a1 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:15:16,232 | james.imapserver | ID=2010462192 Connection closed for 127.0.0.1
INFO  14:15:16,237 | james.imapserver | ID=315557706 Connection established from 127.0.0.1
INFO  14:15:16,266 | james.imapserver | ID=315557706 Connection closed for 127.0.0.1
INFO  14:15:16,274 | james.smtpserver | Id='212423494' User='' Connection established from 127.0.0.1
INFO  14:15:16,290 | james.smtpserver | Id='212423494' User='' Successfully spooled mail Mail1493468116288-97cab6df-2a3c-4f7f-a273-c87043e62b19 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:15:16,293 | james.smtpserver | Id='212423494' User='' Connection closed for 127.0.0.1
INFO  14:15:16,301 | james.imapserver | ID=791138456 Connection established from 127.0.0.1
INFO  14:15:16,339 | james.mailetcontext | Local delivered mail Mail1493468116288-97cab6df-2a3c-4f7f-a273-c87043e62b19 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:15:26,293 | james.imapserver | ID=791138456 Connection closed for 127.0.0.1
INFO  14:15:26,293 | james.imapserver | ID=758513067 Connection established from 127.0.0.1
INFO  14:15:26,325 | james.imapserver | ID=758513067 Connection closed for 127.0.0.1
INFO  14:15:26,332 | james.smtpserver | Id='365880644' User='' Connection established from 127.0.0.1
INFO  14:15:28,346 | james.smtpserver | Id='365880644' User='' Successfully spooled mail Mail1493468128344-11ab0739-8d93-413d-9761-5439308cc048 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:15:28,348 | james.smtpserver | Id='365880644' User='' Connection closed for 127.0.0.1
INFO  14:15:28,355 | james.imapserver | ID=1432532105 Connection established from 127.0.0.1
INFO  14:15:28,387 | james.mailetcontext | Local delivered mail Mail1493468128344-11ab0739-8d93-413d-9761-5439308cc048 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:15:38,348 | james.imapserver | ID=1432532105 Connection closed for 127.0.0.1
INFO  14:15:38,348 | james.imapserver | ID=1111332011 Connection established from 127.0.0.1
INFO  14:15:38,379 | james.imapserver | ID=1111332011 Connection closed for 127.0.0.1
INFO  14:15:38,388 | james.smtpserver | Id='1763679705' User='' Connection established from 127.0.0.1
INFO  14:15:38,399 | james.smtpserver | Id='1763679705' User='' Successfully spooled mail Mail1493468138397-b13aa667-bea1-496d-b724-3396ced47c04 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:15:38,402 | james.smtpserver | Id='1763679705' User='' Connection closed for 127.0.0.1
INFO  14:15:38,409 | james.imapserver | ID=1188285855 Connection established from 127.0.0.1
INFO  14:15:38,439 | james.mailetcontext | Local delivered mail Mail1493468138397-b13aa667-bea1-496d-b724-3396ced47c04 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:15:48,404 | james.imapserver | ID=1188285855 Connection closed for 127.0.0.1
INFO  14:15:48,408 | james.imapserver | ID=401659274 Connection established from 127.0.0.1
INFO  14:15:48,443 | james.imapserver | ID=401659274 Connection closed for 127.0.0.1
INFO  14:15:48,451 | james.smtpserver | Id='1879699963' User='' Connection established from 127.0.0.1
INFO  14:15:48,464 | james.smtpserver | Id='1879699963' User='' Successfully spooled mail Mail1493468148462-76b7db34-d8e2-4950-abcc-3a76d609996c from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:15:48,466 | james.smtpserver | Id='1879699963' User='' Connection closed for 127.0.0.1
INFO  14:15:48,473 | james.imapserver | ID=1725059423 Connection established from 127.0.0.1
INFO  14:15:48,502 | james.mailetcontext | Local delivered mail Mail1493468148462-76b7db34-d8e2-4950-abcc-3a76d609996c sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:15:58,468 | james.imapserver | ID=1725059423 Connection closed for 127.0.0.1
INFO  14:15:58,472 | james.imapserver | ID=2053265300 Connection established from 127.0.0.1
INFO  14:15:58,500 | james.imapserver | ID=2053265300 Connection closed for 127.0.0.1
INFO  14:15:58,509 | james.smtpserver | Id='482259100' User='' Connection established from 127.0.0.1
INFO  14:15:58,522 | james.smtpserver | Id='482259100' User='' Successfully spooled mail Mail1493468158520-f07e7d55-0140-45f3-a24a-d680d9d6b583 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:15:58,525 | james.smtpserver | Id='482259100' User='' Connection closed for 127.0.0.1
INFO  14:15:58,531 | james.imapserver | ID=504013837 Connection established from 127.0.0.1
INFO  14:15:58,568 | james.mailetcontext | Local delivered mail Mail1493468158520-f07e7d55-0140-45f3-a24a-d680d9d6b583 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:16:08,525 | james.imapserver | ID=504013837 Connection closed for 127.0.0.1
INFO  14:16:08,525 | james.imapserver | ID=1629179031 Connection established from 127.0.0.1
INFO  14:16:08,571 | james.imapserver | ID=1629179031 Connection closed for 127.0.0.1
INFO  14:16:08,579 | james.smtpserver | Id='1333102177' User='' Connection established from 127.0.0.1
INFO  14:16:08,598 | james.smtpserver | Id='1333102177' User='' Successfully spooled mail Mail1493468168595-b39607b0-be73-458d-9d1a-516d3e908f62 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:16:08,601 | james.smtpserver | Id='1333102177' User='' Connection closed for 127.0.0.1
INFO  14:16:08,609 | james.imapserver | ID=1925309022 Connection established from 127.0.0.1
INFO  14:16:08,649 | james.mailetcontext | Local delivered mail Mail1493468168595-b39607b0-be73-458d-9d1a-516d3e908f62 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:16:18,602 | james.imapserver | ID=1925309022 Connection closed for 127.0.0.1
INFO  14:16:18,602 | james.imapserver | ID=728498909 Connection established from 127.0.0.1
INFO  14:16:18,635 | james.imapserver | ID=728498909 Connection closed for 127.0.0.1
INFO  14:16:18,641 | james.smtpserver | Id='2131511790' User='' Connection established from 127.0.0.1
INFO  14:16:18,667 | james.smtpserver | Id='2131511790' User='' Successfully spooled mail Mail1493468178665-748d3620-5965-41b4-938f-93bb7377e98e from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:16:18,670 | james.smtpserver | Id='2131511790' User='' Connection closed for 127.0.0.1
INFO  14:16:18,676 | james.imapserver | ID=1875288641 Connection established from 127.0.0.1
INFO  14:16:18,704 | james.mailetcontext | Local delivered mail Mail1493468178665-748d3620-5965-41b4-938f-93bb7377e98e sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:16:28,672 | james.imapserver | ID=1875288641 Connection closed for 127.0.0.1
INFO  14:16:28,675 | james.imapserver | ID=1893080602 Connection established from 127.0.0.1
INFO  14:16:28,698 | james.imapserver | ID=1893080602 Connection closed for 127.0.0.1
INFO  14:16:28,706 | james.smtpserver | Id='222889440' User='' Connection established from 127.0.0.1
INFO  14:16:28,740 | james.smtpserver | Id='222889440' User='' Successfully spooled mail Mail1493468188738-7040c3e1-be54-4ba9-9d37-e4a2ea556ead from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:16:28,743 | james.smtpserver | Id='222889440' User='' Connection closed for 127.0.0.1
INFO  14:16:28,750 | james.imapserver | ID=2079058278 Connection established from 127.0.0.1
INFO  14:16:28,778 | james.mailetcontext | Local delivered mail Mail1493468188738-7040c3e1-be54-4ba9-9d37-e4a2ea556ead sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:16:38,744 | james.imapserver | ID=2079058278 Connection closed for 127.0.0.1
INFO  14:16:38,748 | james.imapserver | ID=1017621783 Connection established from 127.0.0.1
INFO  14:16:38,778 | james.imapserver | ID=1017621783 Connection closed for 127.0.0.1
INFO  14:16:38,784 | james.smtpserver | Id='2141739968' User='' Connection established from 127.0.0.1
INFO  14:16:38,808 | james.smtpserver | Id='2141739968' User='' Successfully spooled mail Mail1493468198806-39bdc0f2-89bc-45f5-9367-c7a374b4d2d4 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:16:38,810 | james.smtpserver | Id='2141739968' User='' Connection closed for 127.0.0.1
INFO  14:16:38,815 | james.imapserver | ID=357971516 Connection established from 127.0.0.1
INFO  14:16:38,846 | james.mailetcontext | Local delivered mail Mail1493468198806-39bdc0f2-89bc-45f5-9367-c7a374b4d2d4 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:16:48,826 | james.imapserver | ID=357971516 Connection closed for 127.0.0.1
INFO  14:16:48,830 | james.imapserver | ID=1660773307 Connection established from 127.0.0.1
INFO  14:16:48,864 | james.imapserver | ID=1660773307 Connection closed for 127.0.0.1
INFO  14:16:48,871 | james.smtpserver | Id='845743019' User='' Connection established from 127.0.0.1
INFO  14:16:48,896 | james.smtpserver | Id='845743019' User='' Successfully spooled mail Mail1493468208893-386ce6d6-ceee-4266-8a18-9c8efcbd135d from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:16:48,898 | james.smtpserver | Id='845743019' User='' Connection closed for 127.0.0.1
INFO  14:16:48,905 | james.imapserver | ID=1694685342 Connection established from 127.0.0.1
INFO  14:16:48,936 | james.mailetcontext | Local delivered mail Mail1493468208893-386ce6d6-ceee-4266-8a18-9c8efcbd135d sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:16:58,909 | james.imapserver | ID=1694685342 Connection closed for 127.0.0.1
INFO  14:16:58,913 | james.imapserver | ID=310955216 Connection established from 127.0.0.1
INFO  14:16:58,941 | james.imapserver | ID=310955216 Connection closed for 127.0.0.1
INFO  14:16:58,948 | james.smtpserver | Id='1559055845' User='' Connection established from 127.0.0.1
INFO  14:16:58,974 | james.smtpserver | Id='1559055845' User='' Successfully spooled mail Mail1493468218972-b20d0e8b-6d08-4b27-abd5-556e9d211fd5 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:16:58,979 | james.smtpserver | Id='1559055845' User='' Connection closed for 127.0.0.1
INFO  14:16:58,991 | james.imapserver | ID=792257003 Connection established from 127.0.0.1
INFO  14:16:59,022 | james.mailetcontext | Local delivered mail Mail1493468218972-b20d0e8b-6d08-4b27-abd5-556e9d211fd5 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:17:08,979 | james.imapserver | ID=792257003 Connection closed for 127.0.0.1
INFO  14:17:08,983 | james.imapserver | ID=1817309509 Connection established from 127.0.0.1
INFO  14:17:09,011 | james.imapserver | ID=1817309509 Connection closed for 127.0.0.1
INFO  14:17:09,015 | james.smtpserver | Id='41455479' User='' Connection established from 127.0.0.1
INFO  14:17:09,031 | james.smtpserver | Id='41455479' User='' Successfully spooled mail Mail1493468229031-f575b9da-06e8-47c1-85d5-3590af543729 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:17:09,031 | james.smtpserver | Id='41455479' User='' Connection closed for 127.0.0.1
INFO  14:17:09,047 | james.imapserver | ID=814822972 Connection established from 127.0.0.1
INFO  14:17:09,081 | james.mailetcontext | Local delivered mail Mail1493468229031-f575b9da-06e8-47c1-85d5-3590af543729 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:17:19,033 | james.imapserver | ID=814822972 Connection closed for 127.0.0.1
INFO  14:17:19,033 | james.imapserver | ID=822509893 Connection established from 127.0.0.1
INFO  14:17:19,064 | james.imapserver | ID=822509893 Connection closed for 127.0.0.1
INFO  14:17:19,070 | james.smtpserver | Id='1725569731' User='' Connection established from 127.0.0.1
INFO  14:17:19,098 | james.smtpserver | Id='1725569731' User='' Successfully spooled mail Mail1493468239097-990caa13-7b1c-45d8-bd93-2946464689fa from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:17:19,101 | james.smtpserver | Id='1725569731' User='' Connection closed for 127.0.0.1
INFO  14:17:19,107 | james.imapserver | ID=635907196 Connection established from 127.0.0.1
INFO  14:17:19,143 | james.mailetcontext | Local delivered mail Mail1493468239097-990caa13-7b1c-45d8-bd93-2946464689fa sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:17:29,102 | james.imapserver | ID=635907196 Connection closed for 127.0.0.1
INFO  14:17:29,106 | james.imapserver | ID=104470077 Connection established from 127.0.0.1
INFO  14:17:29,133 | james.imapserver | ID=104470077 Connection closed for 127.0.0.1
INFO  14:17:29,141 | james.smtpserver | Id='1842928341' User='' Connection established from 127.0.0.1
INFO  14:17:29,166 | james.smtpserver | Id='1842928341' User='' Successfully spooled mail Mail1493468249164-ba401915-096c-41fa-b37d-46d9d972da96 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:17:29,168 | james.smtpserver | Id='1842928341' User='' Connection closed for 127.0.0.1
INFO  14:17:29,176 | james.imapserver | ID=1895720158 Connection established from 127.0.0.1
INFO  14:17:29,206 | james.mailetcontext | Local delivered mail Mail1493468249164-ba401915-096c-41fa-b37d-46d9d972da96 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:17:39,170 | james.imapserver | ID=1895720158 Connection closed for 127.0.0.1
INFO  14:17:39,174 | james.imapserver | ID=949200871 Connection established from 127.0.0.1
INFO  14:17:39,202 | james.imapserver | ID=949200871 Connection closed for 127.0.0.1
INFO  14:17:39,209 | james.smtpserver | Id='2089911203' User='' Connection established from 127.0.0.1
INFO  14:17:39,221 | james.smtpserver | Id='2089911203' User='' Successfully spooled mail Mail1493468259218-a1759eef-2d2a-4194-98c8-cea93184723e from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:17:39,224 | james.smtpserver | Id='2089911203' User='' Connection closed for 127.0.0.1
INFO  14:17:39,230 | james.imapserver | ID=1719417032 Connection established from 127.0.0.1
INFO  14:17:39,268 | james.mailetcontext | Local delivered mail Mail1493468259218-a1759eef-2d2a-4194-98c8-cea93184723e sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:17:49,223 | james.imapserver | ID=1719417032 Connection closed for 127.0.0.1
INFO  14:17:49,223 | james.imapserver | ID=1541148415 Connection established from 127.0.0.1
INFO  14:17:49,255 | james.imapserver | ID=1541148415 Connection closed for 127.0.0.1
INFO  14:17:49,267 | james.smtpserver | Id='322109113' User='' Connection established from 127.0.0.1
INFO  14:17:49,291 | james.smtpserver | Id='322109113' User='' Successfully spooled mail Mail1493468269289-69f21089-35ce-4274-8154-8148ab32f03c from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:17:49,293 | james.smtpserver | Id='322109113' User='' Connection closed for 127.0.0.1
INFO  14:17:49,300 | james.imapserver | ID=39446886 Connection established from 127.0.0.1
INFO  14:17:49,334 | james.mailetcontext | Local delivered mail Mail1493468269289-69f21089-35ce-4274-8154-8148ab32f03c sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:17:59,294 | james.imapserver | ID=39446886 Connection closed for 127.0.0.1
INFO  14:17:59,298 | james.imapserver | ID=1859760906 Connection established from 127.0.0.1
INFO  14:17:59,325 | james.imapserver | ID=1859760906 Connection closed for 127.0.0.1
INFO  14:17:59,333 | james.smtpserver | Id='1976720729' User='' Connection established from 127.0.0.1
INFO  14:17:59,351 | james.smtpserver | Id='1976720729' User='' Successfully spooled mail Mail1493468279349-f7f9a7b2-b333-4609-acad-269e0244dfbf from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:17:59,353 | james.smtpserver | Id='1976720729' User='' Connection closed for 127.0.0.1
INFO  14:17:59,360 | james.imapserver | ID=119355431 Connection established from 127.0.0.1
INFO  14:17:59,394 | james.mailetcontext | Local delivered mail Mail1493468279349-f7f9a7b2-b333-4609-acad-269e0244dfbf sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
INFO  14:18:09,356 | james.imapserver | ID=119355431 Connection closed for 127.0.0.1
INFO  14:18:09,360 | james.imapserver | ID=1040826638 Connection established from 127.0.0.1
INFO  14:18:09,389 | james.imapserver | ID=1040826638 Connection closed for 127.0.0.1
INFO  14:18:09,395 | james.smtpserver | Id='1974101672' User='' Connection established from 127.0.0.1
INFO  14:18:09,411 | james.smtpserver | Id='1974101672' User='' Successfully spooled mail Mail1493468289409-f6633f0f-69da-458b-b776-f73929889845 from servis@nwtis.nastava.foi.hr on lmlicenses.wip4.adobe.com/127.0.0.1 for [admin@nwtis.nastava.foi.hr]
INFO  14:18:09,414 | james.smtpserver | Id='1974101672' User='' Connection closed for 127.0.0.1
INFO  14:18:09,422 | james.imapserver | ID=225605674 Connection established from 127.0.0.1
INFO  14:18:09,459 | james.mailetcontext | Local delivered mail Mail1493468289409-f6633f0f-69da-458b-b776-f73929889845 sucessfully from servis@nwtis.nastava.foi.hr to admin@nwtis.nastava.foi.hr in folder INBOX
